"ï..DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P6051","P6020","P6040","P5502","P6080","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
7177129,1,1,1,2,56,4,6,4,310000,2,3,1
7177130,1,1,1,1,77,3,6,3,1536449.33333333,1,3,1
7177131,1,1,1,1,52,6,6,10,4697000,3,3,5
7177132,1,1,1,2,33,5,6,11,2452950,2,3,5
7177133,1,1,1,2,36,2,6,NA,12830000,3,3,3
7177134,1,1,1,2,45,2,6,7,215000,3,3,3
7177135,1,1,1,2,36,4,6,5,3e+06,3,3,3
7177137,1,1,1,1,46,6,6,11,7550000,4,3,3
7177139,1,1,1,1,54,6,6,3,990000,5,3,1
7177140,1,1,1,2,42,4,6,3,2600000,4,3,2
7177141,1,1,1,1,68,5,6,4,795000,1,3,2
7177142,1,1,1,1,58,6,6,5,3183333.33333333,5,3,2
7177143,1,1,1,2,46,6,6,3,3433333.33333333,2,3,2
7177144,1,1,1,1,25,5,6,5,3254433.33333333,4,3,2
7177145,1,1,1,1,71,2,6,3,533333.333333333,2,3,2
7177146,1,1,1,1,57,5,6,5,8e+05,1,3,2
7177147,1,1,1,1,47,2,6,5,2126666.66666667,2,3,2
7177148,1,1,1,2,81,4,6,3,1386666.66666667,1,3,3
7177149,1,1,1,1,38,6,6,3,1083333.33333333,4,3,2
7177150,1,1,1,1,38,6,6,5,5320000,3,3,2
7177151,1,1,1,1,60,4,6,4,1050000,2,3,3
7177152,1,1,1,1,68,2,6,3,1105000,3,3,2
7177153,1,1,1,1,70,3,6,3,2e+05,1,3,2
7177154,1,1,1,2,54,2,6,5,1450000,3,3,2
7177155,1,1,1,2,72,3,6,5,3225316,2,3,2
7177156,1,1,1,2,61,2,6,4,716000,2,3,3
7177157,1,1,1,1,59,2,6,5,1150000,2,3,3
7177158,1,1,1,1,40,2,6,7,1475000,5,3,2
7177159,1,1,1,2,63,3,6,1,544000,1,3,3
7177160,1,1,1,1,40,6,6,9,4286573.33333333,3,3,2
7177161,1,1,1,1,76,4,6,1,778333.333333333,1,3,3
7177162,1,1,1,2,37,4,6,7,950009.666666667,3,3,2
7177163,1,1,1,2,69,3,6,3,750000,3,3,2
7177164,1,1,1,1,63,2,6,11,1537500,3,3,2
7177165,1,1,1,1,42,6,6,13,9021666.66666667,4,3,4
7177166,1,1,1,1,61,6,6,13,18884150.5833333,3,3,6
7177167,1,1,1,2,55,5,6,3,1350000,2,3,2
7177168,1,1,1,2,65,3,6,5,1075000,1,3,6
7177169,1,1,1,1,71,6,6,11,12382802,4,3,4
7177170,1,1,1,2,47,3,6,9,2344914.66666667,3,3,2
7177171,1,1,1,2,36,5,6,4,1443000,4,3,1
7177172,1,1,1,1,75,3,6,11,19637000,2,3,6
7177173,1,1,1,1,54,6,6,11,24500000,2,3,6
7177174,1,1,1,2,69,3,6,5,1328116,2,3,3
7177176,1,1,1,2,36,2,6,5,2237414.66666667,4,3,1
7177178,1,1,1,2,29,5,6,5,230000,2,3,1
7177179,1,1,1,1,50,6,6,5,1600000,2,3,1
7177180,1,1,1,2,76,3,6,4,8508333.33333333,3,3,6
7177181,1,1,1,2,32,5,6,3,920833.333333333,1,3,1
7177182,1,1,1,2,47,5,6,3,750000,2,3,1
7177183,1,1,1,1,76,6,6,4,4775000,2,3,6
7177184,1,1,1,1,39,2,6,11,7317000,3,3,3
7177185,1,1,1,2,39,2,6,5,645000,5,3,1
7177186,1,1,1,1,36,6,6,3,850000,4,3,1
7177187,1,1,1,2,57,4,6,4,480000,2,3,3
7177188,1,1,1,2,44,2,6,3,1491666.66666667,3,3,1
7177189,1,1,1,2,28,6,1,11,466666.666666667,1,3,3
7177190,1,1,1,2,20,5,6,NA,826116,1,3,2
7177191,1,1,1,2,49,2,6,4,3570148,6,3,3
7177192,1,1,1,1,56,6,6,3,894959,3,3,1
7177193,1,1,1,2,53,6,6,5,958333.333333333,3,3,6
7177194,1,1,1,1,45,2,6,7,2016666.66666667,3,3,3
7177195,1,1,1,1,66,6,6,5,1716666.66666667,2,3,3
7177196,1,1,1,2,48,5,6,3,316666.666666667,2,3,2
7177197,1,1,1,2,67,3,6,5,2183333.33333333,1,3,5
7177198,1,1,1,2,48,5,6,3,0,2,3,2
7177199,1,1,1,2,53,5,6,5,1550000,1,3,2
7177200,1,1,1,1,84,2,6,3,1505616,9,3,2
7177201,1,1,1,2,40,5,6,4,4446077.33333333,5,3,2
7177202,1,1,1,2,55,4,6,13,10491833.3333333,3,3,5
7177203,1,1,1,1,49,6,6,4,1400000,3,3,3
7177204,1,1,1,1,80,6,6,3,3233000,5,3,3
7177205,1,1,1,2,41,1,6,5,2989666.66666667,2,3,2
7177206,1,1,1,1,55,6,6,5,4808296,4,3,3
7177207,1,1,1,1,55,4,6,3,1400000,2,3,2
7177208,1,1,1,2,33,1,6,11,7345833.33333333,2,3,2
7177209,1,1,1,2,33,4,6,NA,1805333.33333333,2,3,5
7177210,1,1,1,1,50,6,6,13,9233333.33333333,3,3,5
7177211,1,1,1,1,62,6,6,11,7847032,4,3,4
7177212,1,1,1,1,53,2,6,4,2113930.66666667,4,3,1
7177213,1,1,1,2,21,5,6,5,0,1,3,1
7177214,1,1,1,2,28,5,6,5,1872000,2,3,1
7177215,1,1,1,2,76,3,6,5,10213792.3333333,3,3,4
7177216,1,1,1,1,53,4,6,3,9e+05,1,3,2
7177217,1,1,1,2,32,4,6,NA,2622032,3,3,3
7177218,1,1,1,2,59,4,6,7,6925148,2,3,4
7177219,1,1,1,1,23,2,6,5,1868046,2,3,1
7177220,1,1,1,2,66,4,6,3,4847032,2,3,4
7177221,1,1,1,2,67,4,6,5,2011625.66666667,2,3,5
7177222,1,1,1,2,64,6,6,3,710000,4,3,1
7177223,1,1,1,1,50,5,6,11,7300000,1,3,4
7177224,1,1,1,1,52,2,6,5,4622032,3,3,4
7177225,1,1,1,2,50,6,6,5,5250000,3,3,4
7177226,1,1,1,1,67,6,6,4,6507741.66666667,3,3,3
7177227,1,1,1,2,19,1,6,5,1097000,4,3,2
7177228,1,1,1,1,56,6,6,4,3604982.66666667,4,3,3
7177229,1,1,1,1,35,6,6,11,9e+06,2,3,4
7177230,1,1,1,1,55,6,6,11,8e+06,3,3,4
7177231,1,1,1,2,53,5,6,11,2700000,1,3,4
7177232,1,1,1,2,40,2,6,13,4182644.5,3,3,4
7177233,1,1,1,1,62,6,6,5,7e+06,3,3,4
7177235,1,1,1,1,83,6,6,11,5098175,2,3,5
7177236,1,1,1,1,61,6,6,7,5066666.66666667,2,3,4
7177237,1,1,1,2,32,6,6,13,3475000,2,3,4
7177238,1,1,1,2,59,5,6,3,6506529.33333333,12,3,2
7177239,1,1,1,2,61,6,6,7,1863666.66666667,1,3,4
7177240,1,1,1,2,63,3,6,3,1320000,1,3,2
7177242,1,1,1,1,57,6,6,11,11533481.3333333,4,3,4
7177243,1,1,1,2,46,4,6,NA,7466666.66666667,3,3,4
7177244,1,1,1,1,63,6,6,3,1425148,4,3,3
7177245,1,1,1,1,60,2,6,4,580000,3,3,3
7177247,1,1,1,1,80,6,6,3,4836916.66666667,3,3,3
7177248,1,1,1,2,38,4,6,7,619500,2,3,3
7177249,1,1,1,1,31,6,6,9,1297032,2,3,3
7177250,1,1,1,2,61,6,6,7,7058333.33333333,2,3,5
7177251,1,1,1,1,28,1,6,NA,4171332,4,3,3
7177253,1,1,1,1,56,2,6,3,1050965.33333333,4,3,3
7177254,1,1,1,1,51,6,6,7,1764930.66666667,6,3,2
7177255,1,1,1,2,64,5,6,5,0,2,3,3
7177256,1,1,1,1,30,2,6,11,2146173.66666667,3,3,3
7177257,1,1,1,2,67,3,6,3,923000,3,3,2
7177259,1,1,1,2,36,5,6,NA,1695365.33333333,1,3,3
7177260,1,1,1,2,66,5,6,4,4e+06,2,3,3
7177261,1,1,1,1,41,1,6,5,1500365.33333333,2,3,3
7177262,1,1,1,2,59,4,6,5,880000,1,3,2
7177263,1,1,1,2,50,5,6,7,3750000,2,3,3
7177264,1,1,1,1,45,2,6,5,1163167.33333333,1,3,2
7177265,1,1,1,1,69,6,6,3,2395000,3,3,2
7177266,1,1,1,2,67,3,6,3,1997125.41666667,2,3,2
7177267,1,1,1,1,28,1,6,5,1847032,2,3,2
7177269,1,1,1,1,51,2,6,4,2860666.66666667,3,3,2
7177270,1,1,1,2,61,5,6,11,4083333.33333333,2,3,3
7177271,1,1,1,1,70,2,6,3,1824157.66666667,3,3,2
7177272,1,1,1,1,59,6,6,7,4409854.33333333,6,3,2
7177274,1,1,1,1,49,6,6,NA,1400000,3,3,4
7177276,1,1,1,1,26,5,6,5,994157.666666667,1,3,2
7177277,1,1,1,2,20,5,6,NA,666666.666666667,1,3,3
7177278,1,1,1,1,59,4,6,11,9e+05,1,3,4
7177279,1,1,1,2,32,2,6,5,2780000,3,3,4
7177285,1,1,1,1,69,4,6,1,480000,1,3,1
7177286,1,1,1,2,81,4,6,5,3150000,3,6,5
7177286,2,1,1,1,69,4,6,3,3150000,3,6,5
7177286,3,1,1,2,33,5,6,11,3150000,3,6,5
7177286,4,1,1,1,56,4,6,5,3150000,3,6,5
7177287,1,1,1,2,37,5,6,11,2800000,1,6,5
7177288,1,1,1,2,44,5,6,13,5225000,1,6,4
7177288,2,1,1,2,34,5,5,13,5225000,1,6,4
7177288,3,1,1,2,23,6,6,11,5225000,1,6,4
7177289,1,1,1,2,39,6,6,11,5300000,3,6,4
7177290,1,1,1,2,65,3,6,4,6405365.33333333,2,6,6
7177291,1,1,1,1,75,6,6,11,1.5e+07,3,6,6
7177293,1,1,1,1,53,6,6,5,8966666.66666667,3,6,5
7177294,1,1,1,2,70,3,6,5,13397000,1,6,5
7177295,1,1,1,2,73,5,6,5,12583333.3333333,5,6,5
7177296,1,1,1,1,66,6,6,11,11741666.6666667,2,6,6
7177297,1,1,1,1,64,4,6,9,6527397.33333333,2,6,4
7177299,1,1,1,2,55,4,6,11,5283333.33333333,3,6,5
7177301,1,1,1,1,49,2,6,5,1147500,4,6,1
7177302,1,1,1,2,51,5,6,11,3097500,3,6,1
7177302,2,1,1,1,32,6,6,5,3097500,3,6,1
7177303,1,1,1,1,44,1,1,3,1614750,3,6,1
7177304,1,1,1,1,30,5,6,5,1200000,3,6,1
7177304,2,1,1,1,37,5,6,5,1200000,3,6,1
7177304,3,1,1,1,27,5,6,4,1200000,3,6,1
7177304,4,1,1,1,22,5,6,5,1200000,3,6,1
7177305,1,1,1,1,31,6,6,4,1228333.33333333,6,6,1
7177306,1,1,1,2,53,3,6,3,3279166.66666667,5,6,1
7177307,1,1,1,2,37,4,6,5,530833.333333333,3,6,2
7177309,1,1,1,1,49,2,6,3,1880000,6,6,1
7177310,1,1,1,1,35,5,6,5,957166.666666667,1,6,1
7177311,1,1,1,2,42,5,5,4,1018333.33333333,4,6,1
7177312,1,1,1,1,26,5,6,5,7e+05,1,6,1
7177313,1,1,1,2,71,5,6,3,1300000,1,6,1
7177314,1,1,1,1,34,2,6,5,2900000,3,6,1
7177316,1,1,1,1,55,6,6,5,1325000,3,6,1
7177317,1,1,1,1,43,2,6,3,4415000,6,6,1
7177319,1,1,1,1,55,6,5,5,5e+05,2,6,1
7177320,1,1,1,1,56,4,6,1,200833.333333333,1,6,2
7177321,1,1,1,2,62,5,6,3,624500,2,6,1
7177322,1,1,1,2,15,5,6,NA,210000,2,6,1
7177323,1,1,1,1,66,2,6,1,1045000,4,6,1
7177324,1,1,1,1,33,2,6,3,81500,3,6,1
7177326,1,1,1,1,47,2,6,5,2716666.66666667,5,6,1
7177327,1,1,1,1,65,2,6,1,2035000,5,6,1
7177328,1,1,1,2,74,5,6,3,1172500,3,6,1
7177329,1,1,1,1,68,6,6,3,368000,2,6,1
7177330,1,1,1,1,37,2,6,4,410000,5,6,1
7177331,1,1,1,1,57,2,6,3,826666.666666667,3,6,1
7177332,1,1,1,1,42,2,6,5,2089333.33333333,3,6,1
7177333,1,1,1,1,28,2,6,5,1400000,3,6,1
7177335,1,1,1,1,59,2,6,3,570000,4,6,1
7177336,1,1,1,2,39,2,6,3,464030,5,6,1
7177337,1,1,1,1,31,2,6,3,586666.666666667,5,6,1
7177338,1,1,1,1,47,6,6,4,541666.666666667,7,6,1
7177339,1,1,1,1,45,6,5,4,335000,6,6,1
7177340,1,1,1,1,63,5,6,1,463000,2,6,1
7177341,1,1,1,1,48,4,5,4,5e+05,1,6,1
7177342,1,1,1,1,69,6,6,4,1209333.33333333,4,6,1
7177343,1,1,1,2,64,5,6,3,121666.666666667,1,6,1
7177344,1,1,1,1,40,2,5,4,1896000,5,6,1
7177345,1,1,1,1,33,2,5,4,670000,2,6,1
7177346,1,1,1,1,74,3,6,4,75000,1,6,0
7177347,1,1,1,1,84,3,5,3,689166.666666667,2,6,1
7177348,1,1,1,1,77,5,6,3,350000,1,6,1
7177350,1,1,1,1,46,6,6,3,250333.333333333,4,6,2
7177351,1,1,1,1,81,3,6,1,380000,1,6,2
7177353,1,1,1,1,47,1,6,3,1500000,3,6,3
7177354,1,1,1,1,20,6,6,4,740000,2,6,3
7177356,1,1,1,1,34,6,6,3,453000,4,6,1
7177357,1,1,1,1,48,6,6,3,1905000,5,6,2
7177358,1,1,1,1,49,6,6,3,1691666.66666667,4,6,2
7177359,1,1,1,1,30,1,6,3,274000,4,6,1
7177361,1,1,1,1,68,6,6,3,414583.333333333,3,6,1
7177362,1,1,1,2,39,1,6,3,508333.333333333,2,6,1
7177364,1,1,1,1,76,6,6,1,851666.666666667,4,6,1
7177365,1,1,1,2,64,3,6,3,375000,3,6,1
7177367,1,1,1,1,59,6,6,3,1800000,2,6,1
7177368,1,1,1,2,30,4,5,NA,340000,3,4,1
7177369,1,1,1,1,45,6,5,5,3090208.33333333,5,4,1
7177370,1,1,1,1,47,2,5,3,1595000,6,4,1
7177371,1,1,1,2,28,5,5,5,260000,3,4,1
7177372,1,1,1,2,54,5,5,1,180000,1,4,1
7177373,1,1,1,2,43,5,5,5,490000,3,4,1
7177374,1,1,1,1,37,2,5,5,405000,3,4,1
7177375,1,1,1,2,40,4,5,5,845000,4,4,1
7177376,1,1,1,1,83,6,5,1,3e+05,2,4,1
7177377,1,1,1,1,33,5,5,NA,350000,1,4,1
7177378,1,1,1,1,74,2,5,1,490000,2,4,1
7177379,1,1,1,1,45,2,5,4,1585000,6,4,1
7177380,1,1,1,1,25,2,6,4,810000,4,9,2
7177381,1,1,1,1,24,5,6,4,1750000,1,9,2
7177382,1,1,1,2,73,4,6,3,135000,2,9,1
7177383,1,1,1,2,32,6,6,5,785000,4,9,1
7177384,1,1,1,1,51,2,6,3,4e+05,2,9,0
7177385,1,1,1,1,37,2,6,5,530000,4,9,1
7177386,1,1,1,1,69,6,6,3,666666.666666667,4,9,1
7177387,1,1,1,1,26,1,6,5,590000,3,9,1
7177388,1,1,1,2,66,3,6,3,750000,3,9,0
7177391,1,1,1,2,40,2,6,5,1563333.33333333,3,9,1
7177393,1,1,1,1,37,2,6,5,1868100,3,9,1
7177394,1,1,1,1,40,6,6,3,280000,2,9,NA
7177395,1,1,1,1,63,6,6,3,90000,2,9,1
7177396,1,1,1,1,39,6,6,5,650000,4,9,1
7177398,1,1,1,1,22,5,6,5,250000,1,9,1
7177399,1,1,1,1,31,5,6,11,2362500,1,9,1
7177400,1,1,1,1,37,6,6,3,725000,4,9,1
7177401,1,1,1,2,40,5,6,3,10833.3333333333,3,9,1
7177402,1,1,1,1,23,2,1,5,5e+05,3,9,1
7177404,1,1,1,2,38,2,6,5,485000,3,9,1
7177405,1,1,1,2,53,2,6,1,5e+05,2,9,1
7177406,1,1,1,1,48,2,6,3,5e+05,2,9,1
7177407,1,1,1,1,44,5,6,3,2e+05,1,9,1
7177408,1,1,1,1,57,3,6,3,321666.666666667,3,9,1
7177409,1,1,1,1,36,5,6,3,380000,1,9,1
7177410,1,1,1,1,45,4,6,3,3e+05,1,9,1
7177411,1,1,1,1,35,2,6,4,572500,4,9,1
7177412,1,1,1,2,39,5,6,3,260000,2,9,1
7177413,1,1,1,2,53,4,6,3,296250,3,9,1
7177418,1,1,1,1,20,5,6,4,0,1,9,0
7177420,1,1,1,1,58,2,1,3,10000,2,9,NA
7177421,1,1,1,1,56,2,1,3,2e+05,3,9,1
7177422,1,1,1,2,71,3,1,1,191666.666666667,2,9,1
7177425,1,1,1,1,22,5,6,5,1254166.66666667,1,9,1
7177428,1,1,1,2,44,5,6,5,5e+05,1,9,9
7177430,1,1,1,2,29,5,6,5,912500,2,9,1
7177431,1,1,1,1,29,5,1,5,250000,1,9,1
7177433,1,1,1,1,34,2,6,7,9e+05,1,9,1
7177434,1,1,1,2,54,2,6,3,641666.666666667,2,9,0
7177435,1,1,1,1,24,2,6,5,1580000,3,9,0
7177436,1,1,1,1,53,2,6,3,1811666.66666667,3,9,0
7177437,1,1,1,2,42,4,6,3,531666.666666667,1,9,0
7177438,1,1,1,2,40,4,6,3,483333.333333333,2,9,0
7177439,1,1,1,1,46,2,6,3,283333.333333333,2,9,0
7177440,1,1,1,1,43,2,6,3,8e+05,2,9,0
7177442,1,1,1,1,54,2,6,4,350000,1,9,0
7177444,1,1,1,2,59,5,1,1,180000,1,9,9
7177445,1,1,1,1,47,5,6,3,1e+06,1,9,0
7177446,1,1,1,2,17,5,6,5,575000,1,9,0
7177447,1,1,1,1,58,2,6,3,942200,3,9,9
7177448,1,1,1,1,40,5,6,5,570000,1,9,9
7177449,1,1,1,2,45,4,1,3,74833.3333333333,2,9,9
7177450,1,1,1,2,31,4,1,4,524000,3,9,9
7177451,1,1,1,1,65,5,6,3,1254000,1,9,9
7177452,1,1,1,2,32,4,6,11,390000,1,9,9
7177453,1,1,1,1,30,4,6,5,1340000,1,9,9
7177454,1,1,1,1,53,4,6,3,470000,1,9,9
7177455,1,1,1,2,28,5,6,5,630000,1,9,9
7177456,1,1,1,1,30,5,6,4,830000,1,9,9
7177457,1,1,1,2,85,5,1,3,280000,1,9,NA
7177458,1,1,1,1,52,1,6,3,5e+05,3,9,0
7177459,1,1,1,1,61,2,6,4,787500,2,9,0
7177461,1,1,1,2,63,2,6,3,604166.666666667,2,9,0
7177462,1,1,1,1,33,5,6,4,770000,1,9,0
7177463,1,1,1,1,41,4,6,3,1570000,1,9,9
7177464,1,1,1,2,49,4,1,3,180000,3,9,NA
7177465,1,1,1,2,86,3,6,1,467500,1,9,9
7177466,1,1,1,2,71,4,6,3,145000,1,9,9
7177467,1,1,1,1,53,2,6,5,0,2,9,9
7177468,1,1,1,1,41,2,1,3,595000,4,9,0
7177469,1,1,1,1,20,4,6,5,480000,2,9,NA
7177470,1,1,1,1,63,4,6,3,1140000,1,9,9
7177471,1,1,1,2,59,4,6,3,599000,2,9,9
7177472,1,1,1,1,65,4,1,3,227500,1,9,NA
7177473,1,1,1,2,52,4,1,5,790000,1,9,NA
7177474,1,1,1,2,26,6,6,9,2054166.66666667,2,9,0
7177475,1,1,1,1,33,5,6,4,760000,1,9,9
7177476,1,1,1,2,23,5,1,5,580000,1,9,NA
7177478,1,1,1,1,40,5,1,1,1e+05,1,9,NA
7177479,1,1,1,1,34,1,1,3,1e+05,3,9,NA
7177480,1,1,1,1,41,1,1,1,1e+05,2,9,NA
7177481,1,1,1,1,42,2,1,3,1e+05,3,9,NA
7177482,1,1,1,1,63,5,6,3,150000,1,9,8
7177483,1,1,1,1,58,2,6,4,750000,3,9,8
7177485,1,1,1,1,76,2,6,4,5e+05,2,9,8
7177486,1,1,1,2,68,3,6,4,2300000,1,9,8
7177487,1,1,1,2,54,4,6,4,3e+05,3,9,8
7177488,1,1,1,1,64,2,6,5,0,2,9,8
7177489,1,1,1,2,66,4,6,3,3e+05,3,9,NA
7177490,1,1,1,2,51,4,1,3,50000,2,9,NA
7177492,1,1,1,2,59,4,1,1,2e+05,1,9,8
7177493,1,1,1,1,47,2,6,1,3e+05,4,9,8
7177494,1,1,1,1,57,2,1,3,157500,2,9,NA
7177495,1,1,1,1,28,1,1,3,450000,2,9,NA
7177496,1,1,1,1,23,1,1,3,80000,2,9,NA
7177497,1,1,1,1,21,5,6,NA,365000,1,9,0
7177498,1,1,1,2,49,4,6,3,270000,3,9,0
7177499,1,1,1,2,18,1,6,4,232500,2,9,0
7177500,1,1,1,1,52,2,6,3,2e+05,3,9,NA
7177501,1,1,1,1,69,5,6,3,266666.666666667,1,9,NA
7177502,1,1,1,1,35,4,6,3,1750000,3,9,NA
7177504,1,1,1,2,53,2,6,3,2e+05,2,9,NA
7177505,1,1,1,2,52,2,6,3,221666.666666667,1,9,NA
7177506,1,1,1,2,68,2,6,3,266666.666666667,2,9,NA
7177508,1,1,1,1,33,2,6,5,230000,4,9,0
7177509,1,1,1,1,17,5,6,NA,145000,1,9,0
7177511,1,1,1,1,21,5,6,4,6e+05,1,9,0
7177512,1,1,1,1,53,2,1,3,1e+05,4,9,8
7177513,1,1,1,2,24,4,1,5,0,2,9,NA
7177514,1,1,1,2,25,4,1,5,1e+05,2,9,NA
7177515,1,1,1,2,22,2,1,4,0,3,9,NA
7177516,1,1,1,1,47,2,6,3,1049416.66666667,5,9,8
7177517,1,1,1,1,23,5,6,4,8e+05,1,9,8
7177518,1,1,1,1,34,2,6,3,1e+06,3,9,8
7177519,1,1,1,1,38,4,6,3,950000,2,9,8
7177520,1,1,1,2,22,5,6,9,1100000,1,9,8
7177521,1,1,1,1,49,5,1,1,1e+05,1,9,NA
7177522,1,1,1,1,49,2,6,3,390000,5,9,8
7177523,1,1,1,2,44,4,6,4,345000,2,9,8
7177524,1,1,1,1,57,2,6,3,4e+05,2,9,8
7177525,1,1,1,2,53,2,6,3,2e+05,2,9,8
7177526,1,1,1,2,26,5,6,4,2328116,3,9,1
7177527,1,1,1,2,58,4,6,1,2921000,4,9,1
7177528,1,1,1,1,38,2,6,5,1155000,4,9,1
7177529,1,1,1,1,32,2,6,NA,2823333.33333333,6,9,2
7177530,1,1,1,1,28,5,6,5,1700000,1,9,1
7177531,1,1,1,1,45,2,6,5,1200000,4,9,1
7177532,1,1,1,2,52,3,6,3,5001698.66666667,4,9,1
7177534,1,1,1,1,42,6,6,3,4911666.66666667,8,9,1
7177536,1,1,1,1,54,5,6,7,2401666.66666667,1,9,1
7177538,1,1,1,1,27,4,6,4,2195000,2,9,2
7177539,1,1,1,2,27,1,1,9,3125000,3,9,2
7177540,1,1,1,1,26,6,6,5,1300000,3,9,2
7177542,1,1,1,1,65,4,6,12,0,1,9,2
7177543,1,1,1,2,56,2,6,3,141666.666666667,1,9,1
7177544,1,1,1,1,47,2,6,4,3542333.33333333,3,9,2
7177545,1,1,1,1,28,1,5,4,2133333.33333333,2,9,1
7177546,1,1,1,1,32,2,6,5,9e+05,1,9,1
7177547,1,1,1,2,53,3,6,7,2416211.33333333,1,9,1
7177548,1,1,1,2,37,2,6,3,2528116,2,9,1
7177549,1,1,1,1,74,3,6,3,850000,1,9,1
7177560,1,1,1,2,39,2,6,3,846666.666666667,6,1,1
7177561,1,1,1,1,48,2,6,4,1133000,3,1,1
7177562,1,1,1,1,23,2,6,5,445000,4,1,1
7177567,1,1,1,1,23,6,6,4,1238000,4,1,1
7177569,1,1,1,1,64,6,6,4,2342116,3,1,2
7177570,1,1,1,1,54,2,6,4,3794833.33333333,5,1,1
7177572,1,1,1,2,43,4,6,7,2600898.66666667,4,1,2
7177573,1,1,1,2,30,4,6,3,1085000,3,1,1
7177585,1,1,1,1,39,2,6,4,1291666.66666667,4,1,3
7177586,1,1,1,1,45,6,6,5,1297125.66666667,9,1,9
7177587,1,1,1,2,45,6,6,5,1100000,3,1,3
7177588,1,1,1,1,53,2,6,5,5e+05,3,1,1
7177589,1,1,1,1,58,2,6,5,1082500,2,1,3
7177590,1,1,1,2,53,2,6,3,1150000,4,1,3
7177591,1,1,1,2,36,2,6,7,1067459,5,1,1
7177592,1,1,1,2,65,6,6,11,10633333.3333333,2,1,3
7177593,1,1,1,2,61,3,6,3,626666.666666667,5,1,1
7177595,1,1,1,2,32,2,6,5,1580000,8,1,1
7177598,1,1,1,1,42,4,6,4,390000,1,1,9
7177599,1,1,1,2,82,3,6,1,1182833.33333333,3,1,1
7177600,1,1,1,1,39,4,6,1,1400000,1,1,1
7177601,1,1,1,1,49,2,6,3,1684625.66666667,6,1,1
7177604,1,1,1,1,59,2,6,1,686666.666666667,2,1,1
7177605,1,1,1,2,55,4,6,3,1294000,2,1,1
7177606,1,1,1,1,43,6,6,3,1193116,5,1,1
7177607,1,1,1,1,45,6,6,3,2428698.66666667,5,1,1
7177607,2,1,1,1,50,6,6,3,2428698.66666667,5,1,1
7177608,1,1,1,2,60,6,6,1,1770000,6,1,1
7177609,1,1,1,2,29,1,6,5,1280000,3,1,1
7177610,1,1,1,2,82,3,6,3,828000,6,1,1
7177611,1,1,1,1,46,6,6,3,815833.333333333,4,1,1
7177612,1,1,1,1,78,6,6,1,227083.333333333,2,1,1
7177612,2,1,1,1,47,2,6,4,227083.333333333,2,1,1
7177614,1,1,1,1,32,2,6,5,1337500,3,1,1
7177615,1,1,1,1,56,2,6,3,971000,4,1,1
7177616,1,1,1,1,41,2,6,4,1988949.33333333,4,1,1
7177617,1,1,1,1,47,2,6,5,355000,2,1,1
7177618,1,1,1,1,46,4,6,5,5e+05,3,1,1
7177619,1,1,1,1,39,2,6,3,654000,6,1,1
7177620,1,1,1,1,77,2,6,3,1858742,6,1,1
7177622,1,1,1,1,54,2,6,4,650833.333333333,4,1,1
7177623,1,1,1,2,54,4,6,3,622500,4,1,1
7177625,1,1,1,1,51,2,6,1,1360000,3,1,1
7177626,1,1,1,1,39,2,6,3,1069166.66666667,5,1,NA
7177627,1,1,1,1,57,2,6,3,955000,4,1,1
7177629,1,1,1,1,61,5,6,3,583333.333333333,1,1,1
7177631,1,1,1,1,84,3,6,3,6390833.33333333,1,1,1
7177632,1,1,1,1,35,2,6,3,550000,6,1,1
7177633,1,1,1,1,41,2,6,5,1303333.33333333,5,1,1
7177634,1,1,1,1,30,2,6,3,1130000,4,1,1
7177635,1,1,1,1,69,6,6,6,4747600,2,1,1
7177636,1,1,1,1,57,6,6,4,471666.666666667,3,1,1
7177638,1,1,1,1,39,2,5,3,1408116,4,1,9
7177639,1,1,1,1,64,4,6,11,1e+06,1,1,2
7177640,1,1,1,1,71,6,6,11,2350000,2,1,1
7177641,1,1,1,1,75,5,6,5,991666.666666667,1,1,2
7177642,1,1,1,1,44,4,6,4,8e+05,1,1,9
7177644,1,1,1,1,33,6,6,4,750000,2,1,2
7177645,1,1,1,1,42,2,6,5,6387792.33333333,5,1,2
7177646,1,1,1,1,54,2,6,4,2250616,5,1,2
7177647,1,1,1,2,45,2,6,5,1471352.66666667,4,1,1
7177650,1,1,1,1,46,2,5,7,1682032,6,1,1
7177651,1,1,1,2,29,4,6,11,2448333.33333333,3,1,2
7177653,1,1,1,1,61,6,6,13,24012500,3,1,6
7177656,1,1,1,1,59,6,6,11,37300000,5,1,5
7177657,1,1,1,1,47,6,6,9,2400000,4,1,4
7177658,1,1,1,1,53,6,5,5,5818500,7,1,3
7177659,1,1,1,2,53,6,6,3,1228116,4,1,1
7177662,1,1,1,1,53,3,6,3,1910363.33333333,2,1,1
7177663,1,1,1,1,63,2,5,5,590000,3,1,1
7177664,1,1,1,2,53,2,5,4,17991666.6666667,2,1,3
7177664,2,1,1,1,35,2,5,9,17991666.6666667,2,1,3
7177665,1,1,1,1,67,6,5,4,8216666.66666667,2,1,2
7177666,1,1,1,1,26,2,6,9,1742500,8,1,1
7177667,1,1,1,1,56,4,6,3,1400000,1,1,1
7177668,1,1,1,1,53,2,6,5,2376250,8,1,1
7177669,1,1,1,1,46,6,6,4,820000,5,1,1
