"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
2,42,2,6,9,4,640000,3,2,4
2,73,6,6,6,3,1964166.66666667,4,2,4
2,61,5,6,10,5,5e+05,1,2,2
1,42,2,6,8,5,2540000,4,2,4
1,28,6,6,8,NA,2280000,3,2,4
2,52,6,6,6,13,6258250,3,2,3
1,44,6,6,10,5,2800000,3,2,4
2,57,5,6,6,11,5969166.66666667,4,2,4
1,64,6,6,9,5,2780000,2,2,4
2,81,3,6,10,5,5075000,2,2,4
2,76,3,6,9,4,0,1,2,4
1,61,6,6,10,11,26500000,2,2,4
1,65,6,6,9,3,1040000,1,2,2
2,63,5,6,8,3,308333.333333333,1,2,1
1,44,2,6,9,NA,2571666.66666667,4,2,4
1,53,6,6,5,10,340000,6,2,3
2,37,2,6,8,5,1190000,2,2,2
1,39,6,6,9,4,1830000,5,2,2
1,30,1,6,9,5,925000,5,2,2
2,60,2,6,8,4,162500,2,2,1
2,41,4,6,9,4,1154000,2,2,2
2,68,4,6,9,3,1245333.33333333,1,2,2
2,72,3,6,7,3,395000,2,2,1
2,62,6,6,8,3,1050000,2,2,1
1,54,6,6,9,3,590000,2,2,2
1,78,6,6,8,4,250000,3,2,1
1,62,4,6,8,3,230000,1,2,1
1,41,2,6,9,3,1395000,4,2,2
2,66,3,6,1,3,685833.333333333,1,2,2
2,67,6,6,4,3,279000,2,2,2
1,70,6,6,8,3,344166.666666667,2,2,2
2,39,2,6,5,4,1130000,2,2,2
1,44,2,6,8,7,3476116,4,2,2
2,33,2,6,9,3,774000,7,2,2
1,31,2,6,10,5,515000,7,2,1
1,33,6,6,7,5,6e+05,1,2,1
2,67,3,6,10,3,1348000,1,2,2
1,30,2,6,7,11,1095000,4,2,1
1,27,2,6,7,5,1045000,5,2,1
2,64,2,6,10,11,0,1,2,1
1,31,4,6,9,4,1e+06,2,2,1
1,84,3,6,6,3,1494504.83333333,1,2,2
2,27,6,6,8,7,1150000,1,2,1
2,36,4,6,6,7,1104166.66666667,4,2,2
1,57,2,6,9,3,560000,2,2,2
1,43,2,6,8,5,364166.666666667,5,2,2
1,66,2,6,8,3,615416.666666667,3,2,2
1,60,6,6,3,3,578333.333333333,3,2,2
1,52,2,6,7,3,763333.333333333,4,2,2
2,71,5,6,10,3,1113750,3,2,2
1,58,6,6,9,3,8e+05,2,2,2
2,66,3,6,7,4,225000,1,2,2
1,38,1,6,9,5,450000,2,2,2
1,39,2,6,10,3,8e+05,1,2,2
1,41,2,6,8,4,889166.666666667,4,2,2
1,62,6,6,9,3,350000,3,2,2
2,50,4,6,8,3,2893333.33333333,4,2,2
2,30,2,6,8,11,1975000,1,2,2
1,34,2,6,7,5,822500,4,2,2
2,69,6,6,8,3,334166.666666667,4,2,2
1,67,6,6,8,3,408333.333333333,2,2,2
1,40,2,6,9,3,1145000,3,2,2
1,42,5,6,8,5,820000,1,2,2
1,26,4,6,9,3,260000,1,2,2
1,40,6,6,4,5,904166.666666667,5,2,2
1,55,2,6,8,3,1e+06,3,2,2
1,57,4,6,8,11,4469680.33333333,1,2,2
1,28,1,6,9,NA,350000,2,2,1
2,53,1,6,8,1,3120000,3,2,1
1,38,6,6,9,4,880000,4,2,NA
2,27,1,6,10,4,450000,2,2,1
1,26,2,5,5,3,460000,5,2,NA
1,33,2,6,10,3,209166.666666667,3,2,NA
2,53,4,6,7,3,233333.333333333,2,2,1
1,37,2,6,9,3,1045833.33333333,4,2,1
1,23,6,6,7,NA,476666.666666667,3,2,NA
1,40,2,6,3,3,530000,5,2,1
1,52,2,6,9,3,506666.666666667,3,2,1
1,36,5,6,0,3,1173333.33333333,1,2,1
2,23,2,6,10,4,299500,3,2,1
1,75,6,6,10,3,165833.333333333,1,2,2
1,67,6,6,8,1,810833.333333333,1,2,2
1,45,2,6,10,3,445000,3,2,2
2,45,4,6,10,3,495000,2,2,2
1,40,5,6,8,3,183333.333333333,1,2,1
1,62,2,6,9,3,544500,3,2,2
1,70,2,6,10,3,513333.333333333,2,2,2
2,76,5,6,10,1,66250,1,2,2
2,38,6,6,8,3,476666.666666667,5,2,2
1,23,5,6,7,NA,828116,2,3,2
2,34,2,6,8,4,3558333.33333333,4,3,2
2,50,3,6,6,3,950000,4,3,3
2,40,5,6,8,11,2416666.66666667,1,3,3
1,55,2,6,3,4,234583.333333333,3,3,1
1,27,4,6,8,5,1178116,1,3,2
2,23,5,6,8,3,0,3,3,1
1,58,6,6,7,3,4333333.33333333,5,3,2
1,86,6,6,7,3,6289630.5,5,3,2
2,69,4,6,8,11,5832411.66666667,2,3,4
2,31,2,6,7,9,675000,4,3,2
1,49,2,6,8,3,1250000,2,3,2
2,66,4,6,7,3,4e+05,1,3,2
2,39,6,6,7,5,1995833.33333333,5,3,2
2,56,3,6,8,4,1600000,5,3,2
2,55,4,6,8,3,7e+05,2,3,2
1,49,6,6,10,5,9711333.33333333,4,3,2
1,24,1,6,6,3,1204166.66666667,4,3,9
1,38,4,6,8,5,225000,1,3,1
1,54,4,6,10,3,850000,2,3,1
1,49,6,6,3,3,445000,3,3,1
2,24,2,6,6,4,960000,4,3,1
1,28,4,6,10,3,342500,4,3,1
1,27,2,6,7,3,1350000,5,3,1
1,55,2,6,10,3,896666.666666667,3,3,1
1,52,6,6,10,3,539166.666666667,4,3,1
1,26,6,6,10,5,350000,3,3,1
1,35,6,6,7,3,361666.666666667,4,3,NA
1,48,2,6,7,3,257666.666666667,4,3,1
1,32,2,6,10,3,896583.333333333,5,3,9
1,23,2,6,9,3,506666.666666667,3,3,1
1,77,6,6,9,11,9458333.33333333,3,3,2
2,30,2,6,10,7,189000,5,3,2
2,23,5,6,6,5,1294500,1,3,2
1,22,6,6,8,7,1670333.33333333,4,3,2
1,39,6,6,10,7,5492029,4,3,2
1,39,2,6,7,5,2120148,2,3,2
1,56,4,5,9,4,8e+05,1,3,1
1,66,2,6,8,4,9e+05,2,3,1
2,27,5,6,7,7,1427000,2,3,2
2,19,2,1,5,4,0,2,3,2
2,46,4,6,6,5,9e+05,2,3,1
1,67,2,6,7,3,662916.666666667,2,3,1
1,58,4,6,8,4,2082666.66666667,6,3,1
1,49,5,5,7,3,5e+05,1,3,NA
2,34,4,6,10,4,780000,3,3,1
1,78,3,6,5,3,575000,1,3,1
2,59,6,6,10,4,7066045.33333333,6,3,2
1,75,4,6,5,4,81666.6666666667,1,3,2
1,88,3,6,7,3,1400000,1,3,2
2,66,3,6,10,NA,2096814.66666667,2,3,2
1,30,2,6,10,5,1e+06,2,3,2
2,63,4,6,5,5,1654981.33333333,3,3,2
2,18,5,6,8,NA,0,1,3,2
2,19,5,6,8,NA,0,1,3,2
2,27,5,6,9,13,0,1,3,2
1,41,2,6,10,5,1230000,4,3,2
2,39,4,6,8,5,828000,2,3,2
2,42,5,6,10,12,5050000,1,3,3
2,67,4,6,10,4,2010416.66666667,1,3,3
1,57,6,6,7,10,25000,3,3,3
1,41,6,6,10,11,6100922.58333333,4,3,3
2,66,3,6,8,3,5e+05,1,3,2
1,32,1,6,8,NA,3400000,2,3,2
2,59,5,6,8,4,6e+05,3,3,2
1,44,6,6,10,NA,1601666.66666667,5,3,2
1,46,6,6,4,5,578333.333333333,4,3,2
1,74,6,6,5,3,862500,2,3,2
1,64,6,6,7,13,1876666.66666667,3,3,2
1,65,6,6,10,3,1635000,4,3,1
1,59,5,6,10,3,250000,1,3,1
1,72,6,6,8,3,1003333.33333333,2,3,1
1,47,2,6,5,3,800416.666666667,4,3,1
1,64,6,6,6,3,6e+05,3,3,1
2,46,4,6,4,3,810000,3,3,1
1,66,6,6,10,3,703333.333333333,2,3,1
2,55,4,6,5,3,391666.666666667,2,3,1
2,74,6,6,10,3,656666.666666667,2,3,1
1,26,2,6,5,3,750000,3,3,2
1,54,5,6,10,3,516666.666666667,1,3,2
1,71,5,6,8,3,3e+05,1,3,1
1,69,5,6,7,3,4e+05,1,3,1
2,43,2,6,5,7,1102343.66666667,4,3,1
1,34,2,6,5,3,1560000,5,3,1
1,32,2,6,10,3,820000,6,3,1
1,36,6,6,7,3,605000,4,3,2
2,70,4,6,5,3,711666.666666667,4,3,1
2,29,2,6,7,3,1022000,5,3,2
1,28,2,6,6,3,1550000,3,3,0
1,56,6,6,8,1,473333.333333333,4,3,1
1,59,3,6,8,3,458333.333333333,1,3,2
1,43,6,6,10,3,4070000,7,3,1
2,53,4,6,10,3,162500,1,3,1
1,53,6,6,7,3,1845000,6,3,2
2,78,4,6,8,1,448333.333333333,2,3,1
2,67,5,6,8,3,921000,2,3,1
1,56,2,6,10,3,461833.333333333,4,3,2
2,42,4,6,8,4,355000,4,3,2
1,38,1,6,9,5,615000,3,3,2
1,56,6,6,10,7,2163333.33333333,5,3,2
1,46,6,6,10,3,4061333.33333333,2,3,2
2,52,4,6,10,4,871666.666666667,2,3,2
2,28,4,6,10,9,79500,2,3,2
1,21,5,6,9,9,640000,1,3,2
1,60,6,6,10,1,350000,1,3,2
2,43,5,6,8,5,713333.333333333,2,3,1
1,61,6,1,10,3,280000,2,3,1
1,33,6,1,10,5,507000,5,3,1
2,60,4,6,8,1,470000,4,3,1
2,73,3,6,6,3,845000,1,3,1
1,62,2,6,2,3,837500,5,3,2
1,20,1,6,10,4,3e+05,2,3,1
1,53,6,6,8,3,350000,3,3,1
1,32,2,6,10,3,5e+05,3,3,1
1,57,6,6,7,13,7015333.33333333,4,3,3
2,32,6,6,10,11,2410666.66666667,4,3,3
2,68,4,6,10,4,1241666.66666667,2,3,3
1,48,6,6,9,5,4561833.33333333,3,3,3
2,25,6,6,9,3,570833.333333333,3,3,1
1,39,6,6,10,5,1676916.66666667,5,3,0
2,53,4,6,9,3,302500,2,3,1
2,73,3,6,10,3,1700000,1,3,3
2,33,6,6,9,4,1508333.33333333,3,3,3
1,58,6,6,9,11,4716666.66666667,2,3,3
2,34,5,6,10,NA,1268333.33333333,3,3,1
2,56,5,6,5,3,870000,4,3,1
2,27,2,6,6,7,1240000,2,3,1
1,50,6,6,10,3,3640833.33333333,6,3,1
2,43,4,6,10,5,1447500,3,3,1
1,65,6,6,10,3,2211000,3,3,1
2,48,5,6,10,13,4240000,2,3,2
1,69,4,5,10,9,1500000,1,3,2
1,62,6,6,10,3,616666.666666667,2,3,1
2,22,4,6,10,5,560000,2,3,1
1,56,6,6,5,3,1e+06,1,3,1
1,24,2,6,9,4,1651666.66666667,3,3,1
2,77,4,6,10,1,306666.666666667,1,3,1
1,28,6,5,10,10,1294000,3,3,3
2,57,5,6,10,5,1216666.66666667,2,3,3
1,60,6,6,10,5,3610261.75,2,3,2
1,62,6,6,7,4,1831162.5,2,3,2
1,52,4,6,10,5,1808365.33333333,4,3,2
1,37,2,6,8,3,285000,4,3,2
2,54,5,6,9,13,5048510.5,1,3,2
2,29,2,6,10,5,2937282.66666667,5,3,2
2,27,5,6,5,5,420000,1,3,1
1,76,6,6,9,3,1454782.66666667,2,3,2
2,25,2,6,5,5,450000,3,3,1
2,59,5,6,10,3,4545000,3,3,2
1,50,3,6,8,5,2665000,5,3,2
2,35,5,6,10,5,1019300,3,3,2
2,75,3,6,10,3,558333.333333333,1,3,2
2,69,3,6,9,3,450000,1,3,2
2,33,5,6,8,NA,3270500,1,3,2
1,38,6,6,8,11,7700000,4,3,2
1,26,2,6,7,5,1700000,4,3,2
1,52,4,6,8,5,950000,1,3,2
1,39,2,1,10,9,1530459,4,3,2
1,51,4,6,10,5,750000,1,3,1
2,45,2,6,5,4,750000,2,3,1
2,62,3,6,10,3,390000,5,3,1
1,36,1,6,7,4,1421666.66666667,5,3,1
1,40,2,6,6,3,862500,5,3,1
1,63,6,6,8,5,1500000,2,3,1
2,31,5,6,10,5,670000,2,3,1
1,51,2,6,9,3,1172500,3,3,1
1,80,2,6,7,3,65000,7,3,1
2,35,4,6,5,4,2334000,4,3,1
1,23,2,6,8,3,833333.333333333,3,3,1
2,46,4,6,7,5,275000,1,3,2
1,34,2,6,8,3,611000,5,3,1
1,32,2,6,6,3,1102000,5,3,1
2,51,4,6,7,3,824932.666666667,2,3,0
1,22,2,5,10,4,503000,3,3,1
2,26,4,6,10,5,1713500,2,3,1
2,41,2,6,10,3,827500,8,3,1
1,42,2,6,8,3,3e+05,1,3,1
2,31,2,6,10,4,1396532,5,3,1
1,69,2,6,9,3,716666.666666667,3,3,1
1,71,6,6,8,3,340000,2,3,0
1,17,5,6,10,NA,0,1,3,2
2,44,4,6,7,3,1485000,4,3,1
1,72,3,6,7,3,1019000,3,3,1
1,65,2,6,4,3,291666.666666667,2,3,1
2,54,2,6,8,3,1070000,2,3,1
2,81,6,6,5,1,637000,4,3,1
1,53,2,6,8,4,4e+06,11,3,1
2,45,4,6,7,7,878116,1,3,2
1,88,3,6,5,3,2466666.66666667,2,3,2
1,45,4,6,6,3,690000,2,3,2
1,46,2,6,7,7,1925000,3,3,2
2,48,4,6,7,3,620000,1,3,2
1,51,2,6,8,4,1705000,3,3,2
2,36,4,6,9,3,603250,4,3,2
2,33,4,6,10,NA,3273666.66666667,3,3,2
1,62,6,6,8,3,2128333.33333333,5,3,1
1,35,2,6,5,3,1717500,4,3,1
2,78,3,1,8,3,2395000,3,3,2
2,42,2,6,8,5,1100000,3,3,1
1,18,5,6,10,3,870000,1,3,1
1,29,1,6,10,5,1733333.33333333,5,3,1
1,40,2,6,10,3,642000,3,3,1
1,56,2,6,3,4,380000,3,3,1
1,76,4,6,5,3,4e+05,1,3,1
1,58,4,6,10,3,9e+05,1,3,NA
2,52,4,6,6,3,1108333.33333333,6,3,1
1,52,6,6,10,3,441666.666666667,3,3,2
1,22,5,6,9,5,5150000,1,3,1
1,51,2,6,6,3,4e+05,2,3,1
1,25,2,6,6,5,2435000,4,3,1
1,16,4,6,3,4,3e+05,1,3,1
1,51,2,6,10,3,656166.666666667,4,3,1
2,66,6,6,3,3,140000,2,3,2
1,31,2,6,7,5,550000,3,3,1
1,34,2,6,4,3,675000,4,3,1
1,57,4,6,5,7,1e+06,1,2,1
1,41,6,6,8,11,8300000,3,2,2
2,53,5,6,6,5,1030000,2,2,1
1,44,6,6,9,1,1875000,3,2,2
1,33,5,6,8,5,1100000,1,2,2
1,40,6,6,7,11,2e+06,3,2,9
2,50,4,6,7,5,2290000,3,2,3
2,39,2,6,7,7,2544060.16666667,5,2,3
1,57,6,6,7,5,7e+05,3,2,3
1,47,6,6,10,4,1181991,4,2,3
1,57,6,6,8,5,8948870.83333333,5,2,3
2,49,5,6,9,11,4100000,3,2,3
1,66,6,6,10,7,8900000,6,2,3
2,63,6,6,8,13,5568949.33333333,4,2,3
1,63,6,6,7,3,2216666.66666667,4,2,2
2,39,6,6,7,4,866000,4,2,2
1,61,6,6,3,1,8e+05,2,2,2
2,81,3,6,8,3,578333.333333333,1,2,2
2,61,5,6,5,3,8e+05,1,2,2
1,37,6,6,8,5,250000,3,2,3
1,28,2,6,10,7,5e+05,3,2,2
2,26,5,6,5,11,5e+05,3,2,2
1,24,6,6,10,10,2023000,4,2,2
1,64,2,6,9,3,1204000,2,2,2
1,53,6,6,8,3,2232000,3,2,2
1,27,2,6,9,5,1020666.66666667,5,2,2
2,46,5,6,9,7,1400000,1,2,2
1,62,6,6,8,3,1160458.33333333,4,2,2
1,44,6,6,10,7,3462166.66666667,3,2,2
2,43,5,6,9,11,3930000,2,2,2
1,75,6,6,10,3,1270000,2,2,2
1,47,2,6,7,3,1476666.66666667,6,2,1
2,58,3,6,10,4,2400000,1,2,1
2,90,3,6,7,1,125000,1,2,1
1,30,2,6,9,5,994539.583333333,4,2,1
2,69,3,6,10,3,1150000,2,2,1
1,92,3,6,6,1,191666.666666667,1,2,1
2,40,5,6,10,NA,2408126.66666667,2,2,1
1,60,6,6,7,3,6e+05,3,2,2
1,50,6,6,9,4,1254000,4,2,1
2,70,3,6,10,3,250000,1,2,1
1,46,6,6,10,3,5e+05,2,2,1
2,85,3,6,8,3,1637500,4,2,2
2,84,3,6,10,3,436666.666666667,1,2,2
2,46,2,6,10,3,2400000,3,2,2
2,77,3,6,8,1,1e+06,1,2,2
1,40,2,6,8,5,1014000,4,2,2
1,22,2,6,10,7,8e+05,3,2,2
1,55,6,6,7,4,1e+06,2,2,2
1,28,6,6,8,5,1e+06,2,2,2
2,48,6,6,8,4,2200000,3,2,2
1,43,2,6,8,5,1516666.66666667,3,2,2
2,49,5,6,10,5,1516666.66666667,3,2,2
2,71,3,6,10,3,583333.333333333,1,2,2
1,23,6,6,7,5,1772500,4,2,2
1,63,2,6,6,1,1e+05,2,2,2
1,44,5,6,7,3,1e+05,1,2,2
1,34,6,6,10,4,175000,3,2,2
2,53,4,6,9,4,976000,4,2,2
2,64,4,6,6,3,450000,2,2,2
2,36,4,6,8,3,733562.833333333,3,2,2
2,76,3,6,8,3,425000,2,2,2
2,54,6,6,7,3,1950000,2,2,2
1,68,2,6,7,1,1575000,3,2,2
1,24,1,6,6,5,6e+05,3,2,2
2,63,6,6,8,3,441666.666666667,2,2,2
1,27,2,6,8,4,425000,4,2,1
1,46,2,6,9,3,250000,2,2,1
2,84,5,6,8,5,3066666.66666667,1,2,3
1,33,2,6,7,4,340000,4,2,1
1,67,4,6,10,3,550000,1,2,1
1,58,6,6,10,3,435000,3,2,1
1,63,5,6,7,3,295000,1,2,1
2,49,6,6,8,3,8e+05,3,2,1
1,74,4,6,8,3,4e+05,2,2,1
1,57,4,6,8,3,340000,1,2,1
1,55,5,6,9,1,2e+05,1,2,2
1,66,4,6,7,4,756250,1,2,2
1,27,5,6,9,5,6e+05,1,2,2
1,55,6,6,10,3,745000,3,2,2
1,52,2,6,10,3,850000,2,2,2
1,48,2,6,8,3,9e+05,4,2,2
2,18,5,6,8,NA,750000,2,2,2
1,45,2,6,7,3,1100000,4,2,2
1,47,2,6,10,3,1632500,4,2,2
1,52,2,6,10,3,382500,4,2,2
2,32,2,6,9,5,1305000,6,2,2
2,23,2,6,9,4,4e+05,3,2,2
2,42,4,6,10,9,1e+06,1,2,2
2,50,2,6,5,3,355000,5,2,2
2,65,4,6,10,3,6e+05,3,2,2
1,72,6,6,9,3,1016666.66666667,2,2,2
1,77,4,6,10,3,675000,1,2,2
1,59,6,6,10,4,3505000,2,2,2
2,42,2,6,8,3,1456666.66666667,4,2,2
1,52,2,6,8,3,982500,3,2,1
2,53,5,6,8,4,1028116,1,2,2
2,64,4,6,10,5,715000,1,2,2
2,76,6,6,10,3,558333.333333333,3,2,2
2,75,2,6,10,3,1328116,2,2,2
1,25,6,6,10,9,402620.166666667,3,2,2
2,83,5,6,8,3,3e+05,2,2,2
2,45,5,6,9,3,539166.666666667,2,2,0
2,50,2,6,10,5,1255009.5,3,2,1
1,73,4,6,9,1,1166135.33333333,2,2,2
2,88,3,6,8,3,1628116,3,2,2
2,85,3,6,10,3,325000,1,2,2
1,82,2,6,10,3,9e+05,1,2,2
2,41,2,6,9,NA,275833.333333333,2,2,2
2,82,3,6,9,3,316666.666666667,1,2,2
2,65,4,6,8,3,1216666.66666667,2,2,2
1,52,6,6,9,3,3600000,3,2,2
1,54,5,6,9,3,7e+05,1,2,2
1,43,2,6,9,3,2e+06,2,2,2
1,58,3,6,6,1,608333.333333333,1,2,1
1,64,3,6,5,3,340000,1,2,1
2,60,5,6,9,3,266666.666666667,1,2,1
1,53,6,6,7,3,689166.666666667,3,2,1
1,81,6,6,9,3,860000,2,2,2
1,80,2,6,8,3,287500,3,2,1
2,53,5,6,9,11,2738593,1,2,2
1,44,5,5,10,NA,1897125.66666667,1,2,3
2,56,4,6,3,5,1260616,3,2,1
1,71,6,6,9,9,3522125.66666667,2,2,2
2,63,6,6,8,7,4155894.5,6,2,2
2,33,2,6,8,13,6186000,2,2,2
1,82,6,6,9,3,255833.333333333,2,2,2
2,74,4,6,8,3,595000,2,2,2
1,79,6,6,4,3,1818333.33333333,2,2,2
1,46,5,6,8,3,928116,1,2,2
1,69,6,6,10,11,3500000,1,2,2
2,29,5,6,9,5,1366000,3,2,2
1,59,2,6,10,3,1883333.33333333,4,2,2
1,32,5,6,10,3,530000,1,2,2
1,70,6,6,8,3,1814251.33333333,2,2,2
1,61,2,6,6,5,850000,2,2,1
2,66,5,6,10,5,1480616,5,2,2
1,84,6,6,5,3,908333.333333333,3,2,2
1,88,6,6,9,3,470000,2,2,1
1,40,5,6,8,3,791666.666666667,1,2,2
1,66,6,6,7,3,651666.666666667,2,2,2
2,89,3,6,9,3,2267125.66666667,4,2,2
2,25,4,6,10,4,2e+05,3,2,2
2,51,3,6,9,7,2067483.41666667,1,2,2
1,77,2,6,4,1,110833.333333333,2,2,2
1,49,6,6,7,3,583333.333333333,2,2,2
2,57,5,6,8,3,780833.333333333,3,2,2
1,71,3,6,5,3,325000,1,2,2
1,61,6,6,10,3,509166.666666667,2,2,2
1,58,6,6,9,3,775000,2,2,2
1,47,4,6,5,3,340000,1,2,1
2,86,3,6,2,3,997125.666666667,2,2,2
1,71,6,6,9,4,3508116,4,2,2
1,70,2,6,8,3,196666.666666667,2,2,2
1,63,6,6,7,5,625000,2,2,1
1,41,2,6,8,3,1400000,4,2,2
1,38,4,6,9,3,1267500,3,2,1
1,42,2,6,7,3,937500,5,2,2
1,50,2,6,10,3,2167500,3,2,1
1,74,6,6,9,3,1065000,2,2,1
1,69,4,6,8,3,245000,1,2,0
1,51,4,6,9,3,1080000,1,2,1
1,52,2,6,9,1,1065833.33333333,3,2,2
2,47,2,6,10,3,490000,3,2,2
2,45,4,5,3,3,650000,3,2,1
1,71,5,6,8,3,225000,1,2,1
1,29,2,5,8,4,570000,3,2,1
1,59,6,6,8,3,50000,2,2,1
1,50,6,6,5,3,3533333.33333333,1,2,2
2,59,3,6,7,4,566666.666666667,1,2,2
1,60,6,6,8,13,4883333.33333333,2,2,2
1,49,6,6,9,6,1800000,4,2,2
2,79,3,6,5,3,76666.6666666667,1,2,2
2,50,6,6,8,3,280000,2,2,2
2,57,3,6,7,3,969166.666666667,5,2,1
2,55,3,6,8,3,225000,2,2,1
1,68,3,6,8,3,140833.333333333,1,2,1
1,62,6,6,8,3,85000,3,2,1
1,66,3,6,6,3,65000,1,2,1
1,75,6,6,8,3,150000,2,2,1
2,70,3,6,8,3,195000,3,2,2
2,56,3,6,3,5,191666.666666667,1,2,2
1,33,4,6,8,5,905000,3,2,2
1,82,3,6,9,3,12083.3333333333,1,2,1
2,60,6,6,9,3,210000,3,2,1
1,41,2,6,8,3,180000,2,2,2
1,54,5,6,8,1,110000,1,2,2
2,23,5,6,7,NA,560000,1,2,2
1,55,1,6,10,5,2e+05,1,2,2
1,36,6,6,8,3,1350000,2,2,2
1,56,4,6,9,3,3e+05,1,2,2
2,65,3,6,9,3,373750,3,2,2
2,49,4,6,8,5,3175148,4,2,3
2,26,4,6,8,7,1478750,3,2,2
1,39,2,6,6,3,720000,6,2,2
1,47,4,6,4,5,1445000,4,2,2
1,45,2,6,7,5,2565833.33333333,6,2,1
1,42,2,6,8,11,8912768.75,3,2,2
1,63,2,6,10,11,3116666.66666667,3,2,5
2,38,4,6,10,5,6e+06,2,2,5
1,41,6,6,8,7,2095000,4,2,1
2,47,4,1,8,4,9e+05,4,2,3
2,46,4,6,7,3,2600000,5,2,1
2,47,3,6,10,3,5219166.66666667,7,2,1
1,44,6,6,8,9,7326416.66666667,3,2,3
1,48,6,6,10,3,4126462.66666667,5,2,3
2,74,3,6,8,1,1500000,3,2,3
1,59,2,6,10,4,1800000,4,2,3
1,40,6,6,10,7,8306000,5,2,3
2,61,3,6,10,3,5916666.66666667,2,2,3
1,52,2,6,10,3,1650000,3,2,2
2,30,5,6,10,5,1850000,2,2,2
2,28,2,6,10,NA,4263333.33333333,3,2,3
2,26,4,6,8,NA,8e+05,6,2,3
2,68,4,6,9,4,2140000,4,2,3
2,73,3,6,8,3,1950000,2,2,3
2,37,5,6,5,5,1224000,2,2,3
2,57,3,6,9,4,20833.3333333333,2,2,1
1,35,2,6,9,3,345833.333333333,3,2,9
1,72,6,6,8,1,650000,3,2,NA
2,17,2,6,10,3,266666.666666667,1,2,2
2,23,4,6,8,5,638166.666666667,2,2,2
2,44,4,5,0,3,53750,2,2,2
2,29,2,6,10,3,5e+05,3,2,2
2,51,4,6,0,1,242500,2,2,1
1,27,5,6,8,7,956166.666666667,1,2,1
2,65,4,6,10,3,550000,1,2,2
2,70,3,6,8,3,780000,1,2,2
2,45,4,6,9,3,1030000,3,2,1
2,27,4,6,10,5,103166.666666667,2,2,2
1,40,2,6,6,3,25957416.6666667,3,2,2
2,71,2,6,5,3,375000,2,2,2
2,76,4,6,8,1,84166.6666666667,1,2,NA
1,23,2,6,7,4,7e+05,3,2,1
2,62,4,6,9,4,2e+05,1,2,1
1,75,4,6,8,1,71666.6666666667,1,2,1
1,40,2,6,9,3,520000,3,2,1
1,60,4,6,10,4,960000,1,2,1
2,68,4,6,10,3,450000,1,2,1
1,27,5,6,9,3,850000,1,2,1
2,27,4,6,8,4,855000,4,2,0
2,40,4,6,7,3,342000,2,2,0
1,64,6,6,9,3,246666.666666667,2,2,1
1,63,2,6,6,3,7e+05,2,2,1
2,66,4,6,9,3,9e+05,1,2,1
1,45,2,6,8,3,1650000,3,2,1
2,56,2,6,9,4,1350000,2,2,1
2,53,4,6,8,3,1530000,3,2,2
2,35,6,6,10,6,1100000,2,2,2
1,34,1,6,9,11,5710666.66666667,2,2,2
1,36,2,6,8,3,9e+05,3,2,2
1,74,4,6,6,3,650000,1,2,2
2,45,4,6,9,3,1086833.33333333,1,2,1
1,79,6,6,8,3,550000,2,2,1
1,49,2,6,7,3,1837666.66666667,5,2,1
1,62,4,5,1,5,1e+06,1,2,1
1,40,2,6,8,4,1923000,3,2,1
1,24,2,6,9,5,2e+06,2,2,2
1,27,1,6,9,3,1280000,4,2,0
2,34,4,6,5,3,1310000,3,2,0
2,20,1,6,8,4,1310000,3,2,0
1,38,6,6,7,4,1740949.33333333,4,2,0
1,39,5,6,10,1,850000,1,2,0
2,55,3,6,10,1,665000,3,2,0
2,26,4,6,9,5,1386666.66666667,3,2,0
1,40,2,6,10,3,1458333.33333333,3,2,0
2,43,2,6,7,3,830000,3,2,0
2,41,2,5,10,4,7e+05,1,2,0
1,68,6,6,7,5,2225000,3,2,2
1,43,6,6,7,5,5655949.33333333,4,2,2
1,59,6,6,10,1,6e+05,2,2,3
1,61,3,6,10,3,1362616,1,2,9
1,67,4,6,3,5,14400000,1,2,2
1,42,6,6,9,4,950000,4,2,0
1,45,2,6,10,3,2992166.66666667,4,2,2
1,40,2,6,6,4,1832616,7,2,9
1,49,6,6,8,3,2088333.33333333,6,2,2
1,56,1,6,10,3,1350000,2,2,NA
1,43,2,6,6,9,345000,4,2,1
2,67,2,6,10,3,618333.333333333,2,2,2
1,36,2,6,10,3,991666.666666667,4,2,2
1,22,2,6,9,4,1007666.66666667,3,2,2
1,42,6,6,6,3,862616,4,2,1
2,60,3,6,8,4,1630000,3,2,1
1,24,1,6,10,5,1741666.66666667,2,2,2
2,25,4,6,7,5,6e+05,2,2,1
1,60,2,6,8,3,2700000,3,2,2
1,33,2,6,5,4,8e+05,4,2,1
1,27,2,6,7,5,1894833.33333333,4,2,4
1,51,6,6,9,5,7e+05,1,2,2
1,46,6,6,8,3,2773000,5,2,3
2,60,2,6,10,3,8e+05,2,2,2
2,34,2,6,10,5,8864000,3,2,2
1,63,6,6,6,5,2828116,2,2,3
1,29,6,6,10,5,959666.666666667,3,2,2
1,52,4,6,6,5,8e+05,1,2,3
1,41,6,6,10,7,8581833.33333333,6,2,3
1,66,6,6,9,11,4333333.33333333,2,2,2
2,64,6,6,10,5,6533333.33333333,2,2,2
1,61,6,6,10,11,5333333.33333333,2,2,2
