"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","I_UGASTO","REGION","P8520S1","P8520S1A1","HIJOS"
2,71,2,1,7,3,103333.333333333,103333.333333333,1,1,1,0
1,30,5,6,7,4,550000,550000,1,1,1,0
2,60,3,5,10,4,116666.666666667,116666.666666667,1,1,1,0
2,18,1,6,6,4,125000,125000,1,1,1,2
2,29,2,5,10,4,53333.3333333333,53333.3333333333,1,2,NA,0
1,33,4,1,10,3,61666.6666666667,61666.6666666667,1,1,1,0
2,72,3,6,10,5,124166.666666667,124166.666666667,1,1,1,0
2,38,4,6,10,3,505000,505000,1,1,1,2
2,32,2,6,6,3,805333.333333333,805333.333333333,1,1,1,3
1,49,1,6,8,3,630000,630000,1,1,1,1
1,57,2,6,5,4,430000,430000,1,1,1,0
1,54,4,6,5,3,640000,640000,1,2,NA,0
1,45,5,1,8,3,550000,550000,1,1,1,0
2,40,2,6,5,5,595000,595000,1,2,NA,1
1,54,5,6,6,3,380000,380000,1,1,1,0
1,56,6,5,9,5,8050000,8050000,8,1,3,1
1,49,6,4,9,11,3358333.33333333,3358333.33333333,8,1,3,2
1,36,6,5,9,4,3821198.66666667,3821198.66666667,8,1,2,3
1,64,6,5,9,3,5770833.33333333,5770833.33333333,8,1,3,1
2,43,6,4,9,5,5745000,5745000,8,1,2,1
1,22,2,5,9,5,1500000,1500000,8,1,2,1
1,33,6,4,9,5,1992981.33333333,1992981.33333333,8,1,2,2
1,25,2,5,9,7,1500000,1500000,8,1,2,0
1,30,6,3,9,7,6300000,6300000,8,1,3,2
1,41,6,3,2,9,2665000,2665000,8,1,1,2
2,55,4,5,9,5,1394157.66666667,1394157.66666667,8,1,1,1
2,82,5,3,10,3,5538792.33333333,5538792.33333333,8,1,3,1
2,35,6,6,10,NA,2350525.66666667,2350525.66666667,8,1,2,1
1,60,2,3,8,5,3000333.33333333,3000333.33333333,8,1,2,1
2,58,2,3,9,5,3571833.33333333,3571833.33333333,8,1,1,1
2,44,5,3,9,5,6e+05,6e+05,8,1,2,1
2,23,5,3,9,5,0,0,8,1,2,2
1,70,5,3,9,4,5e+05,5e+05,8,1,2,0
1,50,2,3,9,5,8e+05,8e+05,8,1,2,0
2,53,2,3,9,5,3299000,3299000,8,1,2,0
2,51,5,3,9,7,8e+05,8e+05,8,1,3,0
1,53,5,3,9,7,2600000,2600000,8,1,4,0
1,37,4,3,8,11,250000,250000,8,1,3,0
1,63,6,6,9,3,1150000,1150000,8,1,2,0
2,60,5,6,9,7,2700000,2700000,8,1,2,0
2,86,3,6,7,3,450000,450000,8,1,2,0
2,81,3,6,10,3,2966666.66666667,2966666.66666667,8,1,2,1
1,42,5,3,10,11,2300000,2300000,8,1,3,1
1,56,6,3,9,5,6185665.33333333,6185665.33333333,8,1,1,2
1,89,6,6,8,3,1066666.66666667,1066666.66666667,8,1,3,0
1,52,6,3,10,4,3244698.66666667,3244698.66666667,8,1,3,1
1,51,4,3,10,7,1200000,1200000,8,1,3,0
2,66,5,3,8,4,408333.333333333,408333.333333333,8,1,1,0
2,50,5,6,10,3,5500000,5500000,8,1,2,1
1,76,2,5,9,3,3428116,3428116,8,1,2,1
2,55,5,6,10,5,2754916.66666667,2754916.66666667,8,1,1,2
2,50,6,3,7,9,3100000,3100000,8,1,2,1
1,38,6,6,3,5,2263666.66666667,2263666.66666667,8,1,1,0
2,70,2,5,10,3,499166.666666667,499166.666666667,8,1,1,0
1,66,6,5,3,4,1623000,1623000,8,1,1,0
1,60,1,5,7,5,4057166.66666667,4057166.66666667,8,1,3,1
1,28,2,6,10,7,780000,780000,8,1,1,1
2,61,4,6,10,3,560000,560000,8,1,1,0
1,59,2,5,10,4,2e+06,2e+06,8,1,3,0
1,57,4,5,10,5,828116,828116,8,1,2,0
1,60,2,6,10,4,2025166,2025166,8,1,1,0
2,26,5,6,10,5,1100000,1100000,8,1,1,1
1,54,6,1,9,3,533333.333333333,533333.333333333,8,1,4,1
1,56,2,6,8,4,1600000,1600000,8,1,1,1
2,68,2,3,10,5,1550000,1550000,8,1,2,0
1,36,6,5,9,5,4700000,4700000,8,1,2,2
2,57,5,5,10,4,3434166.66666667,3434166.66666667,8,1,2,1
2,33,5,5,9,11,3400000,3400000,8,1,2,0
1,26,5,6,8,9,950000,950000,8,1,2,0
1,46,4,5,9,1,1100000,1100000,8,1,3,0
1,42,2,6,8,4,2600000,2600000,8,1,1,2
1,37,1,6,1,5,2680416.66666667,2680416.66666667,8,1,3,2
2,69,3,6,10,3,4511666.66666667,4511666.66666667,8,1,2,1
1,47,6,3,10,11,10500000,10500000,8,1,5,1
1,51,2,6,10,5,2923666.66666667,2923666.66666667,8,1,2,0
1,56,1,6,5,5,1421666.66666667,1421666.66666667,8,1,1,0
1,67,6,5,9,3,2650000,2650000,8,1,2,0
1,35,4,6,8,4,1650000,1650000,8,1,1,0
1,39,5,5,10,5,2441666.66666667,2441666.66666667,8,1,2,0
2,49,2,5,10,4,1324000,1324000,8,1,2,1
1,45,6,5,10,8,3613541.66666667,3613541.66666667,8,1,2,2
2,47,4,6,8,5,1750000,1750000,8,1,1,0
1,40,6,5,10,5,1375000,1375000,8,1,2,3
1,48,2,6,8,7,4205333.33333333,4205333.33333333,8,1,1,2
2,61,5,5,10,3,1227600,1227600,8,1,2,1
1,59,5,3,9,5,1200000,1200000,8,1,3,0
1,57,2,6,10,3,1602250,1602250,8,1,1,0
2,39,5,3,10,7,1241666.66666667,1241666.66666667,8,1,3,3
1,51,2,6,10,3,7e+05,7e+05,8,1,1,0
1,57,2,5,10,3,616666.666666667,616666.666666667,8,1,2,0
2,69,5,6,8,3,1966666.66666667,1966666.66666667,8,1,2,0
1,30,2,6,10,5,2789000,2789000,8,1,2,1
2,38,5,6,7,4,925166,925166,8,1,1,1
2,28,2,5,10,7,3406333.33333333,3406333.33333333,8,1,2,1
1,48,2,6,6,4,2100332,2100332,8,1,1,0
1,61,2,6,10,4,1838833.33333333,1838833.33333333,8,1,1,0
2,42,4,6,8,5,2196416.66666667,2196416.66666667,8,1,1,1
1,26,5,6,8,5,1261666.66666667,1261666.66666667,8,1,1,0
2,58,4,6,10,5,1302250,1302250,8,1,1,0
2,63,4,6,9,3,1871000,1871000,8,1,1,0
1,55,2,6,8,4,5265666.66666667,5265666.66666667,8,1,1,0
2,42,5,6,8,4,1202456.75,1202456.75,8,1,1,0
1,50,4,3,9,11,1200000,1200000,8,1,3,0
1,57,6,6,10,11,26173333.3333333,26173333.3333333,8,1,3,2
2,47,2,6,10,5,2456500,2456500,8,1,1,2
2,43,5,6,10,7,1800000,1800000,8,1,2,3
2,44,6,5,10,5,2779305.66666667,2779305.66666667,8,1,2,1
1,47,5,5,8,11,2e+06,2e+06,8,1,2,0
1,39,2,5,9,4,2037768.83333333,2037768.83333333,8,1,2,0
2,74,3,5,9,3,2794251.33333333,2794251.33333333,8,1,2,1
1,45,2,5,8,5,2878116,2878116,8,1,2,1
1,57,6,6,10,5,4395000,4395000,8,1,1,2
2,24,5,6,10,5,525000,525000,8,1,2,3
1,34,2,5,6,4,1897032,1897032,8,1,9,2
1,42,2,6,8,4,4532000,4532000,8,1,1,2
2,42,1,6,6,5,1977149.33333333,1977149.33333333,1,1,3,2
1,70,2,6,8,3,1400000,1400000,1,1,3,2
2,25,2,5,8,5,9e+05,9e+05,1,1,3,1
1,46,2,6,7,4,1426000,1426000,1,1,3,3
2,40,2,6,9,5,1550000,1550000,1,1,2,5
1,58,4,6,6,5,0,0,1,1,2,0
1,52,2,6,10,4,1350033.08333333,1350033.08333333,1,1,2,2
1,27,2,6,8,5,1350033.08333333,1350033.08333333,1,1,2,1
2,45,2,6,9,5,2359648,2359648,1,1,2,2
1,39,2,6,10,3,1059648,1059648,1,1,2,1
1,47,2,6,9,3,9e+05,9e+05,1,1,2,1
2,54,4,6,8,4,1750000,1750000,1,1,2,2
2,32,4,6,8,4,1349648,1349648,1,1,1,3
1,47,6,6,7,5,1050000,1050000,1,1,1,2
1,37,2,6,10,5,1050000,1050000,1,1,1,1
1,59,2,6,10,3,450833.333333333,450833.333333333,1,1,1,0
1,54,6,6,8,3,8e+05,8e+05,1,1,1,1
1,34,6,6,10,NA,2e+05,2e+05,1,1,1,2
2,31,3,6,9,5,2e+05,2e+05,1,1,1,2
2,47,1,6,8,5,41666.6666666667,41666.6666666667,1,1,1,0
1,26,2,6,6,5,1050000,1050000,1,1,1,0
1,34,5,6,9,11,3602000,3602000,1,1,3,0
1,30,2,6,9,9,3400000,3400000,1,1,3,0
2,52,3,6,8,5,2500000,2500000,1,1,3,1
2,47,4,6,7,9,1281583.33333333,1281583.33333333,1,1,3,1
1,35,2,1,6,NA,1041666.66666667,1041666.66666667,1,1,1,2
2,51,2,6,10,3,1e+06,1e+06,1,1,1,1
1,41,2,6,8,5,1340500,1340500,1,1,1,2
2,60,6,6,8,5,770833.333333333,770833.333333333,1,1,3,0
1,39,2,6,10,8,3175000,3175000,1,1,3,1
2,29,2,6,10,5,2315000,2315000,1,1,1,2
2,64,2,6,8,3,2315000,2315000,1,1,1,0
1,63,2,6,10,13,6300000,6300000,1,1,3,2
1,26,6,6,10,13,5100000,5100000,1,1,4,1
1,60,6,6,10,5,4004333.33333333,4004333.33333333,1,1,4,0
1,66,6,6,9,7,7366666.66666667,7366666.66666667,1,1,4,1
2,41,4,6,7,6,4e+05,4e+05,1,1,1,2
1,64,4,6,8,3,6e+05,6e+05,1,1,1,0
1,68,4,6,8,3,125833.333333333,125833.333333333,1,1,1,0
1,50,2,6,9,5,1408008.33333333,1408008.33333333,1,1,1,1
1,52,2,6,10,3,195000,195000,1,1,1,3
1,48,2,6,7,1,970000,970000,1,1,1,2
1,46,2,6,8,1,350000,350000,1,1,1,1
1,47,6,6,8,3,440000,440000,1,1,1,0
2,40,6,5,8,5,1253000,1253000,1,1,1,4
2,81,4,6,9,3,9e+05,9e+05,1,1,1,0
1,37,2,6,8,3,8e+05,8e+05,1,1,1,4
2,39,2,6,9,3,565000,565000,1,1,1,3
1,44,2,6,8,3,730000,730000,1,1,1,1
2,50,2,6,8,3,1490000,1490000,1,1,1,3
1,68,2,6,7,3,1424333.33333333,1424333.33333333,1,1,1,2
1,58,4,6,10,3,460000,460000,1,1,1,0
1,46,6,6,9,11,3785333.33333333,3785333.33333333,1,1,1,2
1,43,6,6,8,3,5408666.66666667,5408666.66666667,1,1,1,3
1,81,6,6,8,3,1146666.66666667,1146666.66666667,1,1,1,0
1,74,3,6,6,3,330000,330000,1,1,1,0
2,61,4,6,7,1,835000,835000,1,1,1,2
1,71,2,6,8,3,384000,384000,1,1,1,1
2,37,2,6,6,4,772500,772500,1,1,1,1
2,59,2,6,8,1,635000,635000,1,1,1,1
2,51,4,6,8,3,1043500,1043500,1,1,1,1
1,71,5,6,6,1,1510000,1510000,1,1,1,0
2,50,6,6,7,3,585000,585000,1,1,1,1
1,34,2,6,8,1,930000,930000,1,1,1,4
1,84,2,6,7,1,1076666.66666667,1076666.66666667,1,1,1,1
2,29,2,6,8,5,519500,519500,1,1,1,1
2,37,2,6,9,1,870000,870000,1,1,1,3
1,77,2,6,7,1,3e+05,3e+05,1,1,1,0
1,45,2,6,7,1,835000,835000,1,1,1,6
1,27,2,6,8,5,1025000,1025000,1,1,1,2
2,30,2,6,5,4,960000,960000,1,1,1,2
1,43,6,6,7,3,1106666.66666667,1106666.66666667,1,1,1,1
2,42,6,6,7,3,1747500,1747500,1,1,1,2
1,57,6,6,9,4,290000,290000,1,1,1,1
1,47,5,6,7,1,1146666.66666667,1146666.66666667,1,1,1,0
1,49,2,6,8,5,5629666.66666667,5629666.66666667,1,1,1,0
2,36,2,6,8,4,785000,785000,1,1,1,2
1,71,6,6,7,3,1066666.66666667,1066666.66666667,1,1,1,0
1,51,6,6,7,3,735000,735000,1,1,1,1
2,37,2,6,7,4,650000,650000,1,1,1,0
2,63,6,6,8,3,785000,785000,1,1,1,0
1,43,2,6,8,4,744500,744500,1,1,1,1
1,24,2,6,9,3,677500,677500,1,1,1,5
2,38,6,6,8,3,1200000,1200000,1,1,1,1
2,66,3,6,7,3,1073333.33333333,1073333.33333333,1,1,1,2
1,74,6,6,9,3,460000,460000,1,1,1,0
1,38,6,6,8,9,3800000,3800000,1,1,1,0
2,62,4,6,8,1,593333.333333333,593333.333333333,1,1,1,1
2,83,3,6,8,3,3200000,3200000,1,1,1,0
1,39,2,6,8,5,5475000,5475000,1,1,1,1
1,76,6,6,7,3,737500,737500,1,1,1,1
2,46,4,6,8,5,4e+05,4e+05,1,1,1,0
1,86,4,6,6,1,951666.666666667,951666.666666667,1,1,1,1
1,69,4,6,8,3,1200000,1200000,1,1,1,0
1,61,2,6,9,7,1172750,1172750,1,1,1,2
2,37,4,6,8,5,1172750,1172750,1,1,1,2
2,30,2,5,8,7,1300000,1300000,1,1,1,0
2,34,4,1,5,11,380000,380000,1,1,1,2
2,72,3,6,9,6,1290000,1290000,1,1,1,0
1,41,2,6,10,10,1794166.66666667,1794166.66666667,1,1,1,2
2,38,2,1,9,7,1366449.33333333,1366449.33333333,1,1,1,3
1,33,6,6,10,7,2153083.33333333,2153083.33333333,1,1,1,0
2,49,4,6,10,5,1066116,1066116,1,1,1,1
2,72,3,1,10,3,414166.666666667,414166.666666667,1,1,1,0
1,48,2,1,8,5,2344000,2344000,1,1,1,2
1,70,3,6,5,1,1829583.33333333,1829583.33333333,1,1,1,0
1,43,2,6,10,4,637333.333333333,637333.333333333,1,1,1,2
1,84,2,1,10,1,380000,380000,1,1,1,0
1,48,2,6,10,3,430000,430000,1,1,1,4
1,52,6,6,9,3,950000,950000,1,1,1,2
2,59,4,6,10,3,1150000,1150000,1,1,1,1
2,46,2,6,7,5,854500,854500,1,1,1,3
1,29,2,6,10,5,964000,964000,1,1,1,2
2,48,5,6,7,4,196666.666666667,196666.666666667,1,1,1,0
1,56,2,6,10,4,450000,450000,1,1,1,0
2,23,2,6,10,5,1546666.66666667,1546666.66666667,1,1,1,1
1,36,2,6,7,3,775000,775000,1,1,0,0
2,27,6,6,10,5,403166.666666667,403166.666666667,1,1,0,2
2,86,3,6,10,1,321666.666666667,321666.666666667,1,1,0,1
1,34,2,6,7,3,3e+05,3e+05,1,1,0,0
2,34,6,6,10,3,1368333.33333333,1368333.33333333,1,1,0,2
1,44,2,6,8,3,695333.333333333,695333.333333333,1,1,0,3
1,56,2,6,8,4,952666.666666667,952666.666666667,1,1,0,3
1,62,4,6,10,1,150000,150000,1,1,0,0
1,56,4,6,10,4,1994500,1994500,1,1,1,0
1,51,2,6,10,5,891666.666666667,891666.666666667,1,1,1,3
1,32,6,6,10,13,3120000,3120000,1,1,1,2
1,43,2,6,7,8,1076000,1076000,1,1,1,4
2,43,6,6,10,7,905000,905000,1,1,1,2
1,45,6,6,10,11,2648750,2648750,1,1,1,0
1,33,5,6,10,5,1100000,1100000,1,1,1,0
1,58,2,5,9,4,1350000,1350000,1,1,1,0
1,60,2,6,9,1,1622916.66666667,1622916.66666667,1,1,1,1
2,73,4,6,10,3,3690500,3690500,1,1,1,1
1,60,4,6,8,1,672666.666666667,672666.666666667,1,1,1,2
1,57,2,6,10,1,858333.333333333,858333.333333333,1,1,1,0
1,46,2,6,9,3,9e+05,9e+05,1,1,1,2
2,63,3,6,10,1,1276625.66666667,1276625.66666667,1,1,1,1
2,74,3,5,7,3,676666.666666667,676666.666666667,1,1,1,1
2,52,4,6,5,3,2458333.33333333,2458333.33333333,1,1,1,1
1,29,5,6,8,7,1e+06,1e+06,1,1,0,0
1,34,2,6,3,4,365000,365000,1,1,1,1
2,37,4,6,7,5,237500,237500,1,1,1,1
2,37,2,6,7,NA,656666.666666667,656666.666666667,1,1,1,2
1,37,2,6,4,5,5e+05,5e+05,1,1,1,3
1,67,4,6,7,3,509166.666666667,509166.666666667,1,1,1,0
2,60,4,6,7,3,3e+05,3e+05,1,1,1,1
1,38,2,6,7,3,750000,750000,1,1,1,2
1,37,6,6,10,5,1172500,1172500,1,1,1,2
2,53,3,6,7,1,850000,850000,1,1,1,0
1,40,4,6,6,4,830000,830000,1,1,1,0
2,31,4,6,3,11,3e+05,3e+05,1,1,1,3
2,60,3,6,8,3,192500,192500,1,1,1,1
1,39,2,6,8,5,1328116,1328116,1,1,1,1
2,61,4,6,3,5,2e+05,2e+05,1,1,1,0
2,46,4,6,7,7,2e+05,2e+05,1,1,1,3
1,56,4,6,6,3,1028116,1028116,1,1,1,0
1,38,6,6,3,11,850000,850000,1,1,1,2
2,66,3,6,7,3,288333.333333333,288333.333333333,1,1,1,0
2,40,4,6,8,5,128333.333333333,128333.333333333,1,1,1,1
1,71,2,6,5,3,652500,652500,1,1,1,2
1,65,2,6,10,1,765000,765000,1,1,1,0
1,72,6,6,10,3,3033500,3033500,1,1,1,2
2,27,2,6,5,3,575000,575000,1,1,1,2
1,61,2,6,5,1,575000,575000,1,1,1,1
2,22,5,6,5,4,575000,575000,1,1,1,1
1,27,2,6,5,4,4e+05,4e+05,1,1,1,1
1,26,5,6,5,5,4e+05,4e+05,1,1,1,0
1,53,2,1,6,5,6e+05,6e+05,1,1,1,3
1,51,2,6,8,3,3496666.66666667,3496666.66666667,1,1,1,3
1,32,2,6,5,1,4e+05,4e+05,1,1,1,1
1,30,2,1,10,5,481666.666666667,481666.666666667,1,1,1,2
1,44,2,6,10,3,520000,520000,1,1,1,2
1,23,2,6,7,5,520000,520000,1,1,1,1
2,61,4,6,10,1,210000,210000,1,1,1,0
1,60,4,6,7,1,287000,287000,1,1,1,0
2,79,4,6,8,3,325000,325000,1,1,1,0
2,82,3,6,10,3,281666.666666667,281666.666666667,1,1,1,2
2,55,5,6,8,7,214166.666666667,214166.666666667,1,1,1,0
1,64,2,6,7,1,540000,540000,1,1,1,0
2,59,5,6,10,4,580000,580000,1,1,1,0
2,42,4,6,8,3,431333.333333333,431333.333333333,1,1,1,2
1,19,5,6,5,NA,181500,181500,1,1,0,0
2,28,2,6,10,7,315000,315000,1,1,1,3
1,35,6,6,9,7,1200000,1200000,1,1,3,2
2,75,3,1,10,3,795833.333333333,795833.333333333,1,1,3,1
2,62,3,6,9,3,0,0,1,1,3,2
2,72,6,6,9,5,3896666.66666667,3896666.66666667,1,1,4,1
1,35,6,6,8,7,2522166.66666667,2522166.66666667,1,1,2,2
1,31,2,6,3,3,255000,255000,1,1,2,3
1,28,2,6,5,7,8e+05,8e+05,1,1,2,1
1,55,2,6,7,3,1e+06,1e+06,1,1,2,2
2,83,6,6,9,1,2679333.33333333,2679333.33333333,1,1,2,1
2,80,3,6,10,3,515000,515000,1,1,2,2
2,62,4,6,5,4,1087333.33333333,1087333.33333333,1,1,2,2
2,68,3,6,8,4,8e+05,8e+05,1,1,2,0
1,86,6,6,10,3,3e+05,3e+05,1,1,2,1
1,30,2,6,8,10,950000,950000,1,1,2,1
1,50,5,6,10,11,2336833.33333333,2336833.33333333,1,1,2,0
2,35,5,6,10,7,1048116,1048116,1,1,2,2
2,52,5,6,8,3,30000,30000,1,1,2,1
1,97,2,6,9,1,433333.333333333,433333.333333333,1,1,2,0
2,64,3,6,8,3,3e+05,3e+05,1,1,2,1
2,79,3,6,10,3,1703949.33333333,1703949.33333333,1,1,2,1
1,63,6,6,7,9,4325000,4325000,1,1,2,0
2,32,5,6,10,7,460000,460000,1,1,2,0
1,50,2,6,5,4,1905000,1905000,1,1,2,3
1,32,2,6,10,10,1278116,1278116,1,1,2,0
2,33,2,6,10,7,4e+05,4e+05,1,1,2,2
2,26,5,6,10,5,472500,472500,1,1,2,1
2,18,5,6,10,5,472500,472500,1,1,2,0
2,29,2,4,8,5,1662282.66666667,1662282.66666667,1,1,2,2
2,32,4,6,6,5,1165116,1165116,1,1,2,1
2,41,4,6,10,5,9e+05,9e+05,1,1,2,1
2,42,4,6,0,7,370000,370000,1,1,2,2
2,31,4,6,7,7,550000,550000,1,1,2,3
2,55,4,6,5,9,0,0,1,1,2,2
1,62,2,6,10,5,5e+05,5e+05,1,1,3,1
2,44,4,6,10,5,615000,615000,1,1,3,1
2,101,3,6,10,1,2851573.66666667,2851573.66666667,1,1,3,1
1,63,6,6,9,7,10160000,10160000,1,1,3,1
1,32,4,6,6,11,6e+05,6e+05,1,1,2,0
2,60,5,6,10,3,0,0,1,1,2,0
2,60,4,6,7,4,5e+05,5e+05,1,1,2,0
1,56,6,6,5,7,1e+06,1e+06,1,1,3,2
1,76,3,6,8,3,1e+06,1e+06,1,1,3,1
2,60,4,6,10,3,7e+05,7e+05,1,1,3,0
1,75,6,6,7,5,1684000,1684000,1,1,2,1
1,45,2,6,8,4,1650333.33333333,1650333.33333333,1,1,2,3
2,81,4,1,10,5,281666.666666667,281666.666666667,1,1,2,0
2,31,4,6,8,5,854500,854500,1,1,2,2
1,69,2,1,7,3,365000,365000,1,1,2,0
2,52,3,6,10,5,1803116,1803116,1,1,2,1
1,64,2,6,7,5,1700000,1700000,1,1,2,0
2,58,3,6,1,3,284166.666666667,284166.666666667,1,1,2,4
1,50,6,6,10,7,3456232,3456232,1,1,2,0
1,33,6,1,10,9,1002000,1002000,1,1,2,2
1,30,2,6,8,5,1045000,1045000,1,1,1,2
1,40,2,1,10,5,867500,867500,1,1,1,5
1,34,6,1,8,7,2030449.33333333,2030449.33333333,1,1,1,3
2,47,2,6,7,5,1100000,1100000,1,1,1,5
2,52,3,1,4,7,2402027,2402027,1,1,1,3
2,48,3,6,8,5,1350000,1350000,1,1,1,3
2,51,4,6,7,5,3e+05,3e+05,1,1,1,0
1,20,1,6,8,5,6e+05,6e+05,1,1,1,1
2,28,4,1,10,4,475000,475000,1,1,1,2
2,41,2,6,7,1,25600000,25600000,1,1,1,4
2,45,6,1,10,5,475000,475000,1,1,1,0
2,73,3,6,6,1,1130000,1130000,1,1,1,1
1,53,2,6,10,3,855000,855000,1,1,1,1
1,27,5,6,10,11,316666.666666667,316666.666666667,1,1,2,0
2,45,2,6,8,11,2800000,2800000,1,1,1,0
1,34,2,6,6,5,1178116,1178116,1,1,1,1
2,40,4,6,5,7,1652500,1652500,1,1,9,2
1,24,2,6,9,9,1966782.66666667,1966782.66666667,1,1,1,2
2,32,4,6,7,3,1206166.66666667,1206166.66666667,1,1,2,1
1,22,1,6,10,5,3e+06,3e+06,1,1,2,0
1,52,2,6,10,3,1510449.33333333,1510449.33333333,1,1,1,2
1,31,5,6,7,11,2400000,2400000,1,1,2,0
1,36,2,6,8,3,1920000,1920000,1,1,1,3
1,39,2,5,8,3,910000,910000,1,2,NA,0
1,20,1,5,8,4,750000,750000,1,1,0,0
1,41,2,1,8,1,1080000,1080000,1,1,9,0
1,45,2,6,8,3,720000,720000,1,2,NA,2
1,64,2,5,8,3,550000,550000,1,2,NA,0
1,58,2,6,10,1,1266666.66666667,1266666.66666667,1,2,NA,1
1,41,6,6,8,3,1246666.66666667,1246666.66666667,1,2,NA,0
1,48,4,6,8,3,950000,950000,1,2,NA,0
1,66,2,6,8,3,1080000,1080000,1,2,NA,0
2,56,5,6,10,7,2153000,2153000,1,1,1,0
1,47,2,6,8,3,817500,817500,1,1,1,1
1,55,2,6,10,1,454500,454500,1,1,1,1
2,81,4,6,10,1,1235333.33333333,1235333.33333333,1,1,1,2
2,42,2,6,7,4,282500,282500,1,1,2,1
2,43,4,6,10,5,56250,56250,1,1,1,2
1,45,4,6,10,5,993833.333333333,993833.333333333,1,1,1,0
2,40,2,6,10,3,0,0,1,1,1,1
2,28,2,6,7,NA,828000,828000,1,1,1,0
1,24,1,6,10,5,1554500,1554500,1,1,1,1
2,20,5,6,8,4,0,0,1,1,1,0
2,27,2,6,8,7,0,0,1,1,1,1
2,49,4,6,7,1,50000,50000,1,1,1,0
2,58,2,6,8,3,220000,220000,1,1,1,1
2,55,4,6,10,1,950000,950000,1,1,1,5
2,46,2,6,8,3,505000,505000,1,1,1,0
2,35,2,6,8,NA,121500,121500,1,1,0,4
2,58,4,6,8,1,60000,60000,1,1,1,0
2,37,2,6,10,3,264500,264500,1,1,1,3
2,58,4,6,7,1,60000,60000,1,1,0,3
1,59,4,6,10,3,38333.3333333333,38333.3333333333,1,1,1,0
2,45,2,6,8,1,1060000,1060000,1,1,1,0
2,53,2,6,8,3,53000,53000,1,1,0,2
2,49,3,6,7,3,1e+05,1e+05,1,1,1,0
1,63,2,6,10,3,153000,153000,1,1,0,1
2,53,2,6,10,3,480000,480000,1,1,1,0
2,73,3,6,4,1,179166.666666667,179166.666666667,1,1,1,0
2,43,6,6,10,3,0,0,1,1,0,1
2,37,2,6,8,3,530000,530000,1,1,1,0
1,81,6,6,10,3,268333.333333333,268333.333333333,1,1,1,0
2,20,2,6,10,4,25000,25000,1,1,0,1
2,62,3,6,10,4,1e+05,1e+05,1,1,1,0
2,56,5,6,10,3,40000,40000,1,1,1,0
2,39,4,6,10,3,108500,108500,1,1,1,3
1,42,2,6,7,4,1436666.66666667,1436666.66666667,1,1,1,2
1,54,2,6,10,7,1600000,1600000,1,1,1,1
1,36,1,6,9,5,1220000,1220000,1,1,1,0
1,35,2,6,10,7,4950000,4950000,1,1,1,1
1,32,2,6,8,9,3749166.66666667,3749166.66666667,1,1,1,2
1,35,6,6,7,NA,833333.333333333,833333.333333333,1,1,1,1
1,47,6,6,10,5,4040000,4040000,1,1,2,1
1,43,2,6,8,11,1680000,1680000,1,1,1,1
2,49,4,6,8,3,2687500,2687500,1,1,1,1
1,46,4,6,7,6,5e+05,5e+05,1,1,2,0
2,65,5,6,5,1,280000,280000,1,1,2,0
2,56,4,6,6,5,5783333.33333333,5783333.33333333,1,1,2,1
1,66,6,6,5,3,1410000,1410000,1,1,2,2
1,50,2,6,10,5,2939333.33333333,2939333.33333333,1,1,2,2
2,48,4,6,10,4,6522500,6522500,1,1,2,2
1,83,6,6,8,1,981166.666666667,981166.666666667,1,1,2,1
2,59,4,6,10,13,7115833.33333333,7115833.33333333,1,1,2,0
2,57,4,6,10,3,3326666.66666667,3326666.66666667,1,1,2,2
2,25,4,6,10,9,3326666.66666667,3326666.66666667,1,1,2,1
1,89,4,6,6,1,230000,230000,1,1,1,0
2,20,1,6,8,7,1220000,1220000,1,1,2,0
1,49,2,6,7,3,710000,710000,1,1,1,0
1,38,2,6,8,1,1995435.33333333,1995435.33333333,1,1,1,2
1,43,2,6,9,1,895000,895000,1,1,1,5
2,36,2,6,5,3,507500,507500,1,1,1,2
2,50,4,6,5,3,310000,310000,1,1,1,3
1,61,4,6,9,5,420000,420000,1,2,NA,0
1,62,6,6,8,1,1725000,1725000,1,1,1,1
1,49,6,6,7,3,970000,970000,1,1,1,2
1,41,6,6,10,3,1030000,1030000,1,1,1,3
1,73,6,6,8,1,408333.333333333,408333.333333333,1,1,1,0
1,52,2,6,9,1,1069000,1069000,1,1,1,1
1,36,4,6,7,5,510000,510000,1,1,1,0
2,67,3,6,9,1,221666.666666667,221666.666666667,1,1,1,0
2,60,4,6,9,3,810000,810000,1,1,1,1
2,77,3,6,9,1,290000,290000,1,1,1,0
2,58,2,5,10,3,3e+05,3e+05,1,1,1,1
2,83,3,6,10,1,175000,175000,1,1,1,0
2,33,2,6,10,4,750000,750000,1,1,1,3
1,51,4,6,9,3,250000,250000,1,1,1,0
2,29,4,6,10,5,172500,172500,1,1,1,2
1,46,2,6,9,3,1005000,1005000,1,1,1,0
1,33,4,6,7,3,875000,875000,1,1,1,1
1,56,4,6,7,1,980000,980000,1,1,1,2
1,31,2,6,10,5,1820000,1820000,1,1,8,1
1,33,2,6,5,4,1103000,1103000,1,1,1,2
1,40,6,6,8,5,1281500,1281500,1,1,2,2
1,38,2,6,7,3,1235833.33333333,1235833.33333333,1,1,1,1
2,35,4,6,10,4,972500,972500,1,1,1,3
1,62,6,6,8,3,4295000,4295000,1,1,1,1
